scenario_id,pathway,horizon,temperature_anomaly_c,precipitation_change_fraction,heatwave_days,co2_ppm,rainfall_cv,sugar_price_index,energy_price_index,input_cost_index,water_cost_usd_m3,institutional_capacity,adoption_fraction,discount_rate,pest_pressure,flood_index,model_structure_factor,climate_severity_index
15,SSP1-2.6,2035,1.4521176389912576,-0.0445899067003265,7.923170078809619,424.70603934849595,0.2469301534670379,0.8341168330028241,1.3987226672175033,0.8277670658543389,0.06273357056192222,0.6151594640879225,0.679401779162538,0.06142371495699134,0.08539111062528838,0.12642555371346326,0.9907185504860775,0.1620274404475005
16,SSP1-2.6,2035,0.9027448174601986,-0.10230698499220832,6.034094510156307,496.0845265316856,0.3069268279577555,1.0748806346095543,0.7870998410361786,0.9978874844110913,0.07983864495578867,0.5784531946373588,0.633122174591834,0.07241935865949851,0.05056055162906176,0.1474243897852144,0.9802526920079565,0.17357712079872017
17,SSP1-2.6,2035,0.8671949842793736,0.04297854946342543,9.178639466076815,441.2682690029403,0.2648639749955998,0.942309941994109,1.287380591834831,1.1730166620837084,0.08141134293453214,0.6336851577737864,0.6875478900785612,0.07908779314658727,0.01,0.15419166598017264,0.9885333370071715,0.0765041465384577
18,SSP1-2.6,2035,0.9329646294085319,0.03440535823659045,7.762666255153174,444.00663526462864,0.24340389634933346,1.2720559626223293,0.908144146352233,1.1482645020391726,0.09400218932954825,0.5082434626311871,0.6490656589124671,0.08402706928593455,0.01,0.14239404284056195,1.011516778485964,0.06989033366108965
19,SSP1-2.6,2035,0.7693939788042523,0.016155909909857175,11.723009848100476,430.391576308412,0.3456651682709675,0.9106549208061943,1.160560362885446,1.2029797100634252,0.07263333589950977,0.7710859393236146,0.722154155125021,0.07383114896031139,0.0817879439129882,0.1690607638497672,0.9596549880435273,0.10379749954681504
20,SSP1-2.6,2035,1.2023102689067353,-0.004233217349180944,4.0,454.61212325893985,0.21409193689494574,1.1520043585937854,0.9435066081330452,1.1861139195679047,0.03786054083261147,0.4927972407701009,0.6929612833531538,0.08683742593822828,0.13687953139044604,0.11493217791323102,1.0382217692726563,0.08509843999363784
21,SSP1-2.6,2035,0.937168981632876,0.004967453562142456,5.00719284187581,417.40421486093067,0.2354529529921264,0.829680557153786,1.235968333168665,0.9959482767010271,0.05709309515011968,0.4005807516486538,0.44653157995536424,0.081208561932238,0.1970578747648538,0.12489226032831546,0.9480307283368281,0.06123986938410702
22,SSP1-2.6,2035,1.3786809903749326,-0.05482507079129914,8.35256143287089,428.743647881721,0.292308350308874,0.7229130778661794,1.1144791609584128,0.9294611150126534,0.05348786882355823,0.39493238137534026,0.5566785947245356,0.07791090250883739,0.01,0.14230792260810587,1.0039884279183857,0.1803203255781495
23,SSP1-2.6,2035,0.9917921449879732,0.030110788310473348,7.570019520892121,426.7889832825696,0.25622914738631297,1.035401223116104,0.9567135896000875,0.9227822334165975,0.0776084503758036,0.28340552041589867,0.4673902449082235,0.083127613470868,0.06485093652317929,0.1447355957404462,0.9973856592306569,0.078433970050228
24,SSP1-2.6,2035,1.339678684256564,0.07736854128825518,12.994150214898905,452.8591511440555,0.1424819363547629,0.9588275049568922,1.1270683922822624,1.0078436624500953,0.09253619885220091,0.4698037169686811,0.5008463543087015,0.07838793443734031,0.11425613566186166,0.12855294836829462,0.9515864604143628,0.09546861646821436
25,SSP1-2.6,2035,1.1630858957888057,-0.005196760840126554,12.632407263098502,439.35164105072494,0.23203146111567036,1.1659790418288183,0.9154038213619307,1.1825456270314338,0.048705801744148694,0.5975949194146717,0.7300424478099341,0.08140540317711284,0.17239989857953486,0.12121101139048462,1.021441879462088,0.11760216959751393
26,SSP1-2.6,2035,1.1797755336028504,-0.09472541214031044,12.851908533088535,444.4658893430079,0.21565626574239993,1.1642831411620789,0.9496595059680601,1.205400871793423,0.036200183623997025,0.8997115576667929,0.9474373678822163,0.06753023829015235,0.18795460329455843,0.11547969300983998,1.0273109951646822,0.18835390501322685
27,SSP1-2.6,2035,0.751393481639614,0.09479368833262253,15.632270064179671,429.7463249879565,0.14982376963745603,0.7533403592002963,1.0233707568694954,0.9812272473028506,0.03945572938201427,0.3764936060888309,0.5709451995532488,0.08162024839648117,0.075992742850337,0.13983516353942088,1.017147232366305,0.05414027604415727
28,SSP1-2.6,2035,0.55,-0.15490065837374897,12.090469546414665,443.0035187780243,0.3178575224192316,0.9631867037519741,0.7324965729120513,1.0421599008319486,0.062128962428735356,0.5421017033943253,0.6310719393753097,0.07662083256738865,0.08252003310630932,0.15125013284673106,0.9913810016147917,0.2172191667842972
29,SSP1-2.6,2035,1.4656874316437243,0.05466031820655709,6.113521225742233,450.0178653636982,0.24988741042419813,1.2626509295460928,0.9858215112249152,0.9368052706755403,0.0853889719025037,0.34288725383495755,0.5923940575137502,0.08090861342155045,0.19604469456792273,0.1547907527517479,1.0388950831356625,0.11225216951211675
30,SSP1-2.6,2035,1.0053986006216016,0.13017121688434188,9.1507966918879,451.7429356416575,0.24155723546703955,1.0651601731771696,1.0779154535354696,1.0071384173753786,0.0679182891037617,0.54641279251014,0.6159801169775881,0.07451950592547492,0.13506754491916279,0.18963064085563477,0.9825331688710675,0.08097157230163923
31,SSP1-2.6,2035,0.8423018548020953,0.040979125084140346,14.260831520593353,427.4178496486996,0.24388277698334915,1.0192155494840833,1.3092134239609843,0.985562584447934,0.11986678391945288,0.625850368819432,0.7810654788680251,0.06938585149084023,0.045471183654147734,0.14584853448624235,1.0370573665074891,0.08710476183551855
32,SSP1-2.6,2035,0.9587128132848081,0.0009815693808408255,11.180089513428154,448.45357896020676,0.245517973826234,1.0216165028933206,1.2300449050451805,1.0099223551030758,0.06496762161297945,0.668824872906129,0.724133198464692,0.06854880624485918,0.14347831549778642,0.1264220755296023,0.9947631216725483,0.09339613869827022
33,SSP1-2.6,2035,1.2390705919504788,-0.00013065016756151767,11.291575757235634,429.40601979599205,0.22163550437801996,1.3164274097494169,1.1517332121987052,1.0124404087063206,0.07430102447398625,0.6034321373180305,0.6780660137859015,0.07195403052597728,0.022026823433474688,0.11757242653230698,0.9939776060192781,0.11156816068472909
34,SSP1-2.6,2035,0.9998921433967929,0.027246718497527956,9.010382351582667,448.87570215941565,0.1987042651821221,0.9507824117077122,1.1283842644310162,1.0469995096188398,0.06574162944354765,0.570122004401235,0.765883616423921,0.07548041183633732,0.14865714947936398,0.12316985206250672,1.0482075935025308,0.06612616333786207
35,SSP1-2.6,2035,1.0654239288891263,-0.02676753881297395,18.73173599218202,457.3757470876965,0.19318009120082796,1.1402451884709024,1.1161062122607452,1.1397166404729089,0.07474808763361779,0.4578080976963002,0.5840534331810466,0.08608856806372622,0.039585560186975274,0.10761303192028979,0.9964379276760762,0.1377471742668695
36,SSP1-2.6,2035,0.55,-0.09208336595437712,13.732466572331587,427.6590382506911,0.2394676663673946,0.8448997250276782,1.0463844826252275,1.0275137403621182,0.09659628615567724,0.22,0.399290084257459,0.09193727832719098,0.0741262346536441,0.1238136832285881,0.985120586817298,0.14651560174682166
37,SSP1-2.6,2035,0.7947099127671422,0.003093443021313976,10.764777473306955,433.4353438490795,0.38558618908869013,1.043243837755946,0.828322745016638,1.1965607946952117,0.07028171715250128,0.7751996356831163,0.98,0.07327983023789404,0.10466537698960922,0.17650188769169853,1.08,0.12089263609160168
38,SSP1-2.6,2035,0.9124757229725656,0.03859967602217982,13.809481068753028,472.087928919251,0.4084665304662307,1.2055097574565745,1.052526953733152,1.2071892855881514,0.04362580078162086,0.50652862054675,0.6074330535540939,0.08728568435048603,0.107589476329075,0.20226312367427066,0.9916513995040401,0.14460054540570044
39,SSP1-2.6,2035,1.1359123684138859,0.12215640896558476,16.440438858049358,421.78022134695846,0.3222283731238978,0.7848993800742361,0.72,1.0595675777948994,0.11188797903422601,0.3355859021645138,0.47692666826552044,0.08788395908073042,0.01236578005791475,0.2138581350761566,0.9846484159896105,0.14645155986917588
40,SSP1-2.6,2035,1.1426556165472688,-0.05928071091987718,7.7053604318553095,462.12069069250407,0.26614915014299956,1.227730417486555,1.4273904907576498,0.8664228366225669,0.07318442069210149,0.2576478021819122,0.5161475052302169,0.08138076263211952,0.04852292358334309,0.13315220255004984,1.029919436239199,0.15240976977665022
41,SSP1-2.6,2035,0.9780065692861994,-0.002728170222160986,11.952668906783394,433.14593416631203,0.34016917557411386,1.327919000210318,1.178708673191159,1.014846120511306,0.06358995825177834,0.45669817269234975,0.6236998819872825,0.07942026708522207,0.07698152731662682,0.15905921145093985,1.0162712429640925,0.1316435269517873
42,SSP1-2.6,2035,1.4029562780664848,0.055663492297195034,11.024186876180838,433.7619737317229,0.2700007388774,0.8080456598733541,1.182183988761373,1.1169589325999418,0.07345614525519292,0.76257641379921,0.8089327388547441,0.06962473721926712,0.1371372076270765,0.16233200475568751,1.0050960180313562,0.1321385396214931
43,SSP1-2.6,2035,1.1653356597011924,0.05086614508932783,14.60216124719032,464.5043909806211,0.2988445071158679,1.0302261184639727,1.3633846957957099,1.3049864382975618,0.0783933140549936,0.5017362711112985,0.679810978274444,0.09279130235276531,0.1635822040571292,0.1700286500352177,1.0287821541055737,0.13441261677027574
44,SSP1-2.6,2035,0.7094835369922233,0.025550163237068997,11.423142383238476,441.4948799525839,0.24769078678189738,1.1524104078266717,1.2632668643798188,1.0383317622548982,0.1030219114180133,0.42998457444318017,0.5446333386368147,0.08202055847618167,0.10690754054093804,0.13946685699219857,0.9863742428439493,0.0657973602949245
45,SSP1-2.6,2035,1.2761872896846664,-0.1155490288413609,15.511693240125389,411.4877893533178,0.2535870368600753,0.974034513059348,1.0795881982738347,1.108801344413712,0.11017816381810622,0.4829731857158918,0.6476941902441845,0.08316564387494374,0.09701713787924139,0.12875546290102635,1.019279189942713,0.23640446828253148
46,SSP1-2.6,2035,0.6552154019498633,-0.07765707546722825,8.302286961438652,425.29161279566534,0.24608866252231182,1.0782303448530486,1.1307568421622984,0.8,0.09000053544534334,0.3608366166020738,0.5366811859131426,0.0725677991361085,0.08481545087147743,0.12613103188280914,1.0055533043425595,0.12071697391412776
47,SSP1-2.6,2035,0.8124506381436787,0.057666998431227696,11.52492519216339,447.77333676881244,0.19822295814919505,0.7807957162303507,0.9628391897761458,1.029585401305981,0.10124246726230964,0.3345064230923295,0.5988633620960025,0.08632350814647481,0.06325552090699213,0.1382115345678321,1.04486859724758,0.05924108991263048
48,SSP1-2.6,2035,1.2797505899115853,-0.06416548957541957,7.367304738355461,456.88087667188137,0.2171773203144437,1.2022028786958563,1.0177832470506685,1.0700638556462707,0.07806324720660328,0.5165185965519479,0.7198952362254474,0.07940250855335565,0.1276261458877283,0.1160120621100553,1.0435252717344239,0.1513307601722344
49,SSP1-2.6,2035,1.3712619278624396,0.026524342228296242,5.869968362031117,460.8578552461401,0.3018567775458895,1.1029883647167684,0.9344213210065431,0.8739931012251344,0.09835095982289122,0.565865484208819,0.6503044134602974,0.06637750816322013,0.0919989037973158,0.15891204325520944,0.9928896158791657,0.1198175081224892
50,SSP1-2.6,2035,1.2856058591493564,0.06670493523777739,8.525779005035378,484.176321474466,0.3078228912773231,1.1231459105581931,1.0600223150051717,1.1114317752544653,0.059008483076586626,0.38669269245928184,0.5727108729806496,0.0881213071215071,0.2175160344944101,0.18109047956595178,1.0146093770350022,0.12446181124593306
51,SSP1-2.6,2035,1.0786866652117089,-0.038566608474973924,16.582710642445903,434.8802165509483,0.2641820161637376,0.9847179611879078,0.8822963328181851,0.9458140966998894,0.051378280064319354,0.37072183617783117,0.6334953800241375,0.0800019749364871,0.1503076944680392,0.13246370565730817,1.0497804063350316,0.16326290924107234
52,SSP1-2.6,2035,1.3454935659336607,-0.05319220188622235,8.66456392368443,468.17466349380334,0.35737815850649546,0.7401114315881001,1.1091676863304627,0.9896707785089253,0.07939167698204913,0.3809949782628095,0.5375928762691536,0.08184983146810934,0.01,0.1650823554772734,0.9992716337883993,0.19826198065961367
53,SSP1-2.6,2035,1.1881658101110328,-0.18850179381002066,14.202957102972459,442.8203998398792,0.3157772242840581,0.9345216697194054,1.1859802833141784,0.9378985466571497,0.08957852297665941,0.46401184013044866,0.5479300089671624,0.07491125281347794,0.05712624715329939,0.1505220284994203,0.976633688314879,0.3038090866955064
54,SSP1-2.6,2035,1.390831707127737,-0.06839196496866821,5.203593319529989,434.42370610087164,0.19590466066673687,0.9604331507500194,1.1911797083277675,0.8716304729024491,0.09940640807891539,0.39834350833032617,0.5067882388626741,0.07462638850900016,0.11111319800423419,0.10856663123335791,0.9783581024790439,0.14934686945415135
55,SSP1-2.6,2035,1.029682767962478,-0.06267724875332799,13.892792825262422,432.1995067973561,0.2895721554255605,1.2926260479645069,1.0580072672652323,1.095951411383611,0.06718578687433141,0.5643779459255756,0.6301531094286915,0.07840348639360796,0.07083030958404296,0.14135025439894616,0.9834937248614746,0.1766754193828838
56,SSP1-2.6,2035,0.8040037339631536,0.06901590606876383,14.380397717729608,454.1139832800443,0.3250647435228429,0.8711075152631873,0.9649711042417737,0.9994400598553944,0.08841658313858344,0.6590816871160257,0.718434553262944,0.06847153425179688,0.11993679571182914,0.18828061326737694,0.9952180575027137,0.11040127739286894
57,SSP1-2.6,2035,0.5876693440865308,0.06253382335129802,8.912424759676252,423.7631364470889,0.27956092276211264,1.1567344767073144,1.170592184968657,1.0477617751229291,0.10806840185478478,0.3516073758739168,0.5674629938584004,0.08644718832830803,0.08435524311443322,0.16911323464238845,1.02374526205694,0.05684163358951076
58,SSP1-2.6,2035,1.1471558731676454,0.14508891101547375,12.311434320261057,431.45443605705543,0.36506850626226567,1.0106850146743018,1.2144964254993356,1.1813777313527023,0.08103132049458765,0.7938636580652129,0.8938004626418404,0.07152907955419255,0.09397628601628653,0.24031843269952988,1.0363141041682251,0.14537397763789894
59,SSP1-2.6,2035,0.9474161625708533,-0.010829599188125262,12.606688265164617,435.9339393024359,0.2086557753538652,1.2088807957462049,0.9450307543425924,1.0456055898578893,0.07689953100718883,0.5897819558740701,0.6984388069069205,0.07442235704479822,0.12886390756427,0.1130295213738528,1.0085354741207078,0.09573041297528284
60,SSP1-2.6,2035,0.9738777832093921,-0.04896823750114429,11.570251373891002,447.0950564337291,0.24956918062068464,0.8382661876467115,0.936754461815797,1.248121259523401,0.07575881980792369,0.6129325836686708,0.7027424723010985,0.0841695155601342,0.11251593973716065,0.12734921321723963,1.0029200821085975,0.13866567208763064
61,SSP1-2.6,2035,0.6677413866816915,-0.055313529709211696,18.08755974886244,450.92918646275507,0.250533315637582,1.11793431581738,1.3785538895796945,1.052768097701706,0.09337627568194434,0.5320158462685374,0.712173470524934,0.0776963360243573,0.03231199589337069,0.1276866604731537,1.0345613230305977,0.14248185411978215
62,SSP1-2.6,2035,1.1351178908364503,-0.0758955258106888,16.15047789563181,410.0,0.32928323313513624,0.9870099714387819,1.1921676781279114,1.1568744215795823,0.09505022287096371,0.8196569531550539,0.7836747441475485,0.06892000581191711,0.06979025462206975,0.15524913159729767,0.9736421169464912,0.21828006174835807
63,SSP1-2.6,2035,0.8858918862330937,0.013385112522383683,6.72796354416619,465.7900278025696,0.17003185721955086,1.2604374640884433,0.8051189267233553,1.0929616623262064,0.06545077690731116,0.5727925163115544,0.6581591049302123,0.07782177138660262,0.07805167855177958,0.10620370628803463,0.9944331860661018,0.03812344310246569
64,SSP1-2.6,2035,0.7172634879474082,0.0020154002512312395,13.303612704907547,453.14035261164304,0.27818287594220287,0.9770485084919087,0.9795653151573309,0.8349181610905672,0.04840200996602697,0.5051690121733998,0.6248894297204882,0.06730829652697592,0.13780198357662915,0.13837170670538662,1.0006747552536284,0.09012239469169592
65,SSP1-2.6,2035,0.8898312235627062,-0.08854099210092478,9.589101564350242,446.78777221960877,0.17708662960140864,1.2097565489808724,0.9851852162168594,0.9069651182659778,0.09537951250005049,0.22,0.3617098571197003,0.08544619867586034,0.12488073779681834,0.10198032036049302,0.9666721116769438,0.13289965040550553
66,SSP1-2.6,2035,0.5583145523284067,-0.13360517062557167,12.747734196813386,466.23668223488613,0.3237604025920756,0.9281640363756323,0.994491879282541,1.0617212132959648,0.06766504596164766,0.320895581606036,0.4658488499327722,0.08873444009717321,0.06649097138261831,0.15331614090722645,0.9841141103617823,0.20411380214333605
67,SSP1-2.6,2035,1.0096552708784325,-0.11778613642098758,9.611337229382906,458.1009363199421,0.30835088924632614,0.7964442893601604,1.296550454309267,0.9911768156651506,0.05565320021557857,0.520272496650962,0.5335309484472814,0.07496704985711385,0.09300397364322097,0.14792281123621415,0.9507842285375443,0.2098973223959706
68,SSP1-2.6,2035,1.228565738902248,-0.027376289228459118,10.994206645634407,456.44276195252394,0.261400498432803,0.9185326518850321,0.7672917891277994,1.0855531595550405,0.02728372645582662,0.7040667798488658,0.7735845139723625,0.0708591388297512,0.06837944439293038,0.13149017445148103,1.0072748327132475,0.14477026123669778
69,SSP1-2.6,2035,0.9683613906767479,0.02115303773387799,19.34076536749418,438.3976381333545,0.3106056270005917,1.0048779830294168,0.8711053043365136,0.9105136910248475,0.09216635262629938,0.5581902033808557,0.7902670650466748,0.06872776550152591,0.21039354168418317,0.1592884883171461,1.0641607022215946,0.13919667833357746
70,SSP1-2.6,2035,1.0266394334998545,-0.024589575499833496,18.40113697982665,437.38742062188874,0.31151371874075484,0.8821468046067498,1.049159412995678,1.1602692282003613,0.06884206690000215,0.96,0.954715929366241,0.06208565074925021,0.09951184751522696,0.14902980155926418,1.0107587289616091,0.16946051732739276
71,SSP1-2.6,2035,1.2253247359566797,0.00811992794191656,12.492184589014148,449.92063907795125,0.22509501603231757,0.9831652819866927,1.1213633157268807,1.2850320141450373,0.08038770370756132,0.5840509116523216,0.6163927694385624,0.08760110133288593,0.14815720435058657,0.12284321958226943,0.9701714552164464,0.10930450232551198
72,SSP1-2.6,2035,1.0965608776953528,-0.020079656444678105,7.136535733855027,478.033176233541,0.14,0.8942353745989708,1.1545609023762453,1.0732921916103013,0.07447055422407226,0.5395255849870079,0.6989551175236499,0.0784259926065889,0.16709241947107822,0.089,1.0255654260504925,0.07643800370652522
73,SSP1-2.6,2035,1.0162403789151881,0.07885075716447941,5.077543519250314,452.5729020440775,0.28091127701771923,1.417221035891174,0.7569027027421248,1.0991709056370813,0.08710822972015217,0.7930092720505997,0.8357011315070577,0.06714527747023594,0.08776411649936848,0.17774432553844144,1.0080778239243917,0.07894872165915215
74,SSP1-2.6,2035,0.9065458284782901,0.011086441364624642,9.901202832676661,454.3473602780271,0.18104399793325093,0.9056039721237943,0.8113825266457506,0.9594261141383168,0.07046679174979727,0.6192520976954025,0.6076517606427169,0.06830841664575463,0.09517805724408374,0.10890861995895015,0.9541296186121048,0.05568773299922371
75,SSP1-2.6,2035,1.3491442514095957,-0.0292061367815421,7.494888790326595,410.0,0.21308058376240252,0.970409227663716,1.197472427348918,0.9705865311626327,0.11486690832592523,0.4098967786886091,0.54594433125682,0.07937712812817284,0.09836602698264214,0.11457820431684088,0.9937234924947504,0.12778183028347698
76,SSP1-2.6,2035,1.0599132015992292,0.032656322783910875,14.910644699021281,439.87793317647123,0.3483851500554833,1.050059176194491,0.9472052638648994,1.150719341150806,0.09079294174924275,0.6247294148570212,0.674080740106188,0.07833495531911541,0.12221619672942599,0.1782629639113746,0.984911780474403,0.1423554790622547
77,SSP1-2.6,2035,1.0595761646753268,-0.04247103771072963,13.584125004495462,460.02231986929723,0.2905596733022958,1.0563392084397785,0.9816848480632687,1.2435477989543078,0.08191255771230731,0.5777314676505503,0.7178756783316159,0.0856833080996275,0.08602438989380379,0.14169588565580354,1.0220998830707186,0.1617820527291124
78,SSP1-2.6,2035,1.5644975692122927,0.04702905478955229,14.943106208599756,453.6259775713883,0.17443494376627464,1.1344789423501214,0.72,0.9755290088768399,0.06173303722602691,0.6283295618014626,0.7714928721658116,0.06872162238791056,0.13026163004372193,0.12456675771297226,1.0315304871600375,0.13051849341760247
79,SSP1-2.6,2035,0.9181598430646234,0.012129968339477475,10.139058468717705,476.54485811705587,0.26851308642658056,1.3253202896177478,1.2077400731150048,1.056051330033564,0.050714923465540754,0.4789197643154596,0.5497206936249714,0.08052792955526508,0.036256848558730195,0.14004456441904192,0.9725362155462254,0.08583462364276477
80,SSP1-2.6,2035,1.0520615693805353,-0.007328906419251815,5.675400398979947,458.05916716956807,0.25322762783800923,0.9785313118660532,1.0893680738156835,1.0621543180796669,0.06080009068565537,0.49471710299966454,0.5716871755970627,0.08006668505430652,0.05559932402420911,0.12862966974330323,0.9780463223644882,0.08972318005945408
81,SSP1-2.6,2035,1.0990607853141536,0.024994598328417394,10.578324594918982,425.7079972120344,0.22126170379539628,1.0041727588192018,0.8431362463905433,1.1355084192322298,0.08748528027325297,0.7177011687370151,0.7813530288780839,0.07286731798334622,0.12148804075696747,0.12993889549259738,1.0065370603944848,0.0881105596964424
82,SSP1-2.6,2035,0.6932818834361925,0.1036947279919664,6.985919598559263,442.5285919956963,0.23332219913901955,1.0828918933566065,0.9003223097842205,1.1066555916517422,0.0659949453063711,0.7772142623721557,0.8315392560369533,0.0683380495087937,0.08347957278378254,0.17351013369464005,1.0113073828335446,0.04267844585734029
83,SSP1-2.6,2035,1.1092653553371257,-0.11148956627537611,4.19810982975149,434.17346692091377,0.30958036711778003,0.8557379734119765,0.8697310962046888,1.1019436916334449,0.05654915176955003,0.569050409968376,0.6515701542317723,0.07849252443568977,0.12775761047083048,0.148353128491223,0.9924477934043359,0.19608848742223728
84,SSP1-2.6,2035,0.8806515040118527,-0.10786770276734542,9.317536831536888,444.9114565333978,0.2070148812754537,1.1057690222155399,0.9759217355353655,1.130049694038776,0.04726663842937048,0.6776642510405827,0.7059777694543607,0.07457523251159727,0.10183651533729958,0.1124552084464088,0.9828997113847753,0.15662233460324299
85,SSP1-2.6,2035,1.3560897852506493,0.13240641543515264,8.593191986385506,435.2314048643952,0.19118815380847698,0.8655091957352585,0.8233693555136964,0.8,0.05787480967738762,0.3885567984209479,0.5410892975340769,0.06557945307152661,0.05778034476294354,0.17311906155054327,0.9984637857165721,0.09326432661637857
86,SSP1-2.6,2035,0.9346939632052532,0.07461982865514169,5.496436472469966,464.9679507671361,0.2791232787218478,1.0973203088924937,1.060986420892863,0.9662314008586534,0.057313728018708966,0.7391030371048052,0.8246375914447602,0.06268230819099492,0.04881803406970855,0.17500306188021755,1.0206415128684418,0.07284776338385585
87,SSP1-2.6,2035,0.8979322215046848,0.035257660451129255,9.333948641954965,453.28237363188214,0.24868668456498386,0.8993845587304132,0.9929275969103569,1.0745804696516763,0.06617932876247429,0.7841834445468889,0.8171900148988254,0.06626246844620734,0.1563254993997808,0.144669169823309,1.0019367701888617,0.07457251699574949
88,SSP1-2.6,2035,0.5680354655381354,-0.12255851743139448,8.281284911660958,455.5485485079829,0.22015652239720862,1.0606402637048438,1.0867316290868332,1.0319415389467195,0.05772172456269113,0.6303540593644212,0.6817293704460017,0.07165799528275614,0.10820924279300902,0.11705478283902301,0.9867889540383867,0.14441730072515327
